"Name","Tags","Sweep","dim1","dropout_p","early_topo","fold","num_coord_funs","num_filtrations","residual_and_bn","share_filtration_parameters","training_seed","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","validation_loss"
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","1","true","false","13505250","0.9366999864578248","0.2065266519784927","0.9140625","0.9140625","0.24223732948303223","0.24223732948303223","0.9405999779701232","","","0.19292254745960236","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","false","false","56750292","","","0.9548914432525636","0.90625","0.13993433117866516","0.2859213352203369","0.9394000172615052","","","0.19766131043434143","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","false","true","13505250","","","0.9663825631141664","0.96875","0.10169667750597","0.0933162197470665","0.9387999773025512","","","0.19342926144599917","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","1","true","true","18741105","0.9290000200271606","0.23705647885799408","0.9453125","0.9453125","0.1303187906742096","0.1303187906742096","0.9381999969482422","","","0.2043893039226532","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","false","false","18741105","","","0.9485176205635072","0.984375","0.1625124216079712","0.05978570878505707","0.9380000233650208","","","0.19236385822296145","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","1","true","true","10527233","0.9315999746322632","0.2144429087638855","0.9765625","0.9765625","0.12481484562158585","0.12481484562158585","0.9376000165939332","","","0.20967058837413788","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","1","true","false","56750292","0.930400013923645","0.22008508443832395","0.953125","0.953125","0.20525021851062775","0.20525020360946655","0.9368000030517578","","","0.1933136880397797","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","true","18741105","0.9312999844551086","0.22005367279052737","0.953125","0.953125","0.1008189544081688","0.1008189544081688","0.9368000030517578","","","0.2075001299381256","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","true","false","56750292","","","0.9484083652496338","0.9609375","0.15659548342227936","0.10433219373226166","0.9350000023841858","","","0.2004026621580124","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","1","true","false","10527233","0.9248999953269958","0.23639167845249176","0.9375","0.9375","0.18988361954689023","0.18988361954689023","0.9340000152587892","","","0.2285618633031845","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","false","56750292","0.9210000038146972","0.2519085705280304","0.96875","0.96875","0.10811297595500946","0.10811297595500946","0.9305999875068665","","","0.22652839124202728","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","false","false","13505250","","","0.9502476453781128","0.9453125","0.1546601802110672","0.13010482490062714","0.9300000071525574","","","0.23362910747528076","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","false","","5","1","true","false","56750292","","","0.9516134858131408","0.953125","0.1483609527349472","0.18415343761444092","0.928600013256073","","","0.23511293530464172","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","false","10527233","0.927299976348877","0.24335575103759768","0.96875","0.96875","0.09177784621715546","0.09177784621715546","0.9283999800682068","","","0.2382933646440506","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","true","56750292","0.9189000129699708","0.2640889883041382","0.96875","0.96875","0.1195690855383873","0.1195690929889679","0.9265999794006348","","","0.24019522964954376","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","1","true","false","18741105","0.9240999817848206","0.23533305525779724","0.9375","0.9375","0.1748540848493576","0.1748540848493576","0.9261999726295472","","","0.2350548952817917","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","true","13505250","0.921500027179718","0.2600875794887543","0.984375","0.984375","0.05671484023332596","0.05671484023332596","0.9259999990463256","","","0.2408791035413742","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","true","10527233","0.9247000217437744","0.2540638744831085","0.9765625","0.9765625","0.08131588995456696","0.08131588995456696","0.9258000254631042","","","0.2492143511772156","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","true","18741105","0.911199986934662","0.2849256098270416","0.9453125","0.9453125","0.15649531781673431","0.15649531781673431","0.9246000051498412","","","0.25104573369026184","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","false","","5","1","true","true","56750292","0.912999987602234","0.2645433247089386","0.953125","0.953125","0.15973839163780212","0.15973839163780212","0.9232000112533568","","","0.25187504291534424","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","false","13505250","0.9218999743461608","0.25636306405067444","0.953125","0.953125","0.13537073135375977","0.13537073135375977","0.9232000112533568","","","0.25418806076049805","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","false","","5","1","true","false","13505250","0.9156000018119812","0.2717621326446533","0.9453125","0.9453125","0.17981640994548798","0.17981640994548798","0.921999990940094","","","0.249461829662323","","",""
